Batsman,v Bowler,0s,1s,2s,3s,4s,5s,6s,7,Dismissal,Runs,Balls,SR
,RA Jadeja,1,3,1,0,1,0,0,0,,9,6,150
,P Negi,2,1,2,0,0,0,0,0,,5,5,100
,RG Sharma
,R Ashwin,2,1,0,0,0,0,0,0,,1,3,33.33
,A Nehra,0,2,0,0,0,0,0,0,,2,2,100
,RA Jadeja,1,6,1,0,0,0,0,0,,8,8,100
,P Negi,2,2,0,0,0,0,0,0,,2,4,50
,DJ Bravo,1,3,1,0,0,0,0,0,caught,5,5,100
,KA Pollard
,P Negi,3,1,0,0,0,0,0,0,,1,4,25
,AT Rayudu
,A Nehra,0,1,1,0,0,0,2,0,,15,4,375
,RA Jadeja,0,4,0,0,0,0,0,0,,4,4,100
,P Negi,3,1,0,0,0,0,1,0,,7,5,140
,DJ Bravo,1,4,0,0,1,0,0,0,,8,6,133.33
,HH Pandya
,P Negi,2,0,0,0,0,0,3,0,,18,5,360
,DJ Bravo,0,3,0,0,0,0,0,0,,3,3,100
,M Vijay
,UT Yadav,4,1,0,0,3,0,1,0,,19,9,211.11
,AD Russell,0,1,0,0,0,0,0,0,,1,1,100
,SP Narine,5,2,0,0,1,0,0,0,bowled,6,8,75
,J Botha,1,2,0,0,0,0,0,0,,2,3,66.66
,M Vohra
,UT Yadav,2,1,0,0,0,0,0,0,,1,3,33.33
,AD Russell,4,2,3,0,1,0,1,0,,18,11,163.63
,SP Narine,3,3,0,0,0,0,0,0,caught,3,6,50
,J Botha,1,1,0,0,0,0,1,0,,7,3,233.33
,GB Hogg,5,3,0,0,0,0,0,0,,3,8,37.5
,PP Chawla,1,1,0,0,0,0,1,0,,7,3,233.33
,WP Saha
,UT Yadav,1,1,0,0,0,0,0,0,,1,2,50
,AD Russell,0,2,0,0,0,0,0,0,,2,2,100
,SP Narine,3,3,0,0,0,0,1,0,bowled,9,7,128.57
,GB Hogg,2,2,0,0,0,0,1,0,,8,5,160
,PP Chawla,1,4,3,1,0,0,0,0,,13,9,144.44
,GJ Maxwell
,UT Yadav,1,2,0,0,1,0,0,0,,6,4,150
,AD Russell,2,1,0,0,0,0,1,0,,7,4,175
,SP Narine,2,1,0,0,0,0,0,0,caught,1,3,33.33
,GB Hogg,2,0,0,0,2,0,1,0,,14,5,280
,PP Chawla,0,3,1,0,1,0,1,0,,15,6,250
,DA Miller
,UT Yadav,0,3,1,0,0,0,0,0,,5,4,125
,AD Russell,0,1,0,0,2,0,2,0,,21,5,420
,GB Hogg,1,1,0,0,0,0,0,0,,1,2,50
,Gurkeerat Singh
,UT Yadav,0,2,0,0,0,0,0,0,,2,2,100
,AD Russell,1,0,0,0,0,0,0,0,caught,0,1,0
,GB Hogg,2,2,0,0,0,0,0,0,,2,4,50
,RV Uthappa
,Sandeep Sharma,2,2,0,0,1,0,0,0,,6,5,120
,BE Hendricks,1,1,0,0,1,0,0,0,,5,3,166.66
,Anureet Singh,1,0,1,0,1,0,0,0,caught,6,3,200
,G Gambhir
,Sandeep Sharma,4,2,0,0,2,0,0,0,,10,8,125
,BE Hendricks,1,1,0,0,1,0,0,0,,5,3,166.66
,Anureet Singh,0,0,0,0,1,0,0,0,,4,1,400
,AR Patel,3,1,0,0,0,0,0,0,,1,4,25
,Gurkeerat Singh,3,2,0,0,0,0,0,0,caught,2,5,40
,GJ Maxwell,0,2,0,0,0,0,0,0,,2,2,100
,MK Pandey
,Sandeep Sharma,1,1,0,0,3,0,0,0,,13,5,260
,Anureet Singh,0,1,0,0,1,0,0,0,,5,2,250
,AR Patel,1,1,0,0,0,0,0,0,,1,2,50
,Gurkeerat Singh,2,2,0,0,0,0,0,0,,2,4,50
,GJ Maxwell,1,1,0,0,0,0,0,0,caught,1,2,50
,SA Yadav
,BE Hendricks,1,0,0,0,1,0,0,0,,4,2,200
,Gurkeerat Singh,2,3,0,0,0,0,0,0,bowled,3,5,60
,GJ Maxwell,0,2,0,0,0,0,0,0,,2,2,100
,YK Pathan
,BE Hendricks,5,2,0,0,1,0,0,0,caught,6,8,75
,Anureet Singh,0,1,0,0,0,0,0,0,,1,1,100
,AR Patel,3,2,0,0,0,0,2,0,,14,7,200
,Gurkeerat Singh,0,2,0,0,0,0,1,0,,8,3,266.66
,AD Russell
,BE Hendricks,0,1,0,0,1,0,0,0,,5,2,250
,Anureet Singh,1,3,0,0,3,0,3,0,,33,10,330
,AR Patel,3,3,0,0,1,0,1,0,caught,13,8,162.5
,Gurkeerat Singh,1,0,0,0,0,0,0,0,,0,1,0
,J Botha
,BE Hendricks,1,0,0,0,0,0,0,0,,0,1,0
,Anureet Singh,1,0,0,0,0,0,0,0,,0,1,0
,AR Patel,0,2,0,0,0,0,0,0,,2,2,100
,PP Chawla
,Sandeep Sharma,1,2,0,0,0,0,0,0,,2,3,66.66
,BE Hendricks,1,1,0,0,2,0,0,0,,9,4,225
,Anureet Singh,2,0,0,0,0,0,1,0,caught,6,3,200
,AR Patel,0,1,0,0,0,0,0,0,,1,1,100
,GB Hogg
,Sandeep Sharma,0,3,0,0,0,0,0,0,,3,3,100
,BE Hendricks,0,1,0,0,0,0,0,0,,1,1,100
,Anureet Singh,0,1,0,0,0,0,0,0,,1,1,100
,SP Narine
,Anureet Singh,1,0,0,0,0,0,0,0,,0,1,0
,S Dhawan
,J Yadav,0,2,0,0,0,0,0,0,,2,2,100
,Z Khan,5,0,0,0,2,0,0,0,caught,8,7,114.28
,NM Coulter-Nile,0,0,0,1,0,0,0,0,,3,1,300
,DA Warner
,J Yadav,1,2,0,0,1,0,0,0,,6,4,150
,Z Khan,3,1,0,1,0,0,0,0,,4,5,80
,NM Coulter-Nile,4,1,0,0,0,0,1,0,caught,7,6,116.66
,MC Henriques
,J Yadav,7,3,1,0,0,0,0,0,,5,11,45.45
,Z Khan,1,3,1,0,0,0,1,0,,11,6,183.33
,NM Coulter-Nile,1,3,0,0,1,0,0,0,,7,5,140
,JP Duminy,1,2,3,0,0,0,0,0,,8,6,133.33
,A Mishra,1,2,4,0,0,0,2,0,,22,9,244.44
,JA Morkel,1,3,3,0,0,0,2,0,,21,9,233.33
,EJG Morgan
,J Yadav,2,4,1,0,0,0,0,0,caught,6,7,85.71
,Z Khan,1,2,0,0,1,0,0,0,,6,4,150
,NM Coulter-Nile,4,1,0,0,0,0,0,0,,1,5,20
,JP Duminy,2,2,0,0,1,0,0,0,,6,5,120
,A Mishra,1,3,0,0,0,0,0,0,,3,4,75
,KV Sharma
,NM Coulter-Nile,3,3,0,0,1,0,0,0,caught,7,7,100
,A Mishra,1,0,1,0,1,0,0,0,,6,3,200
,JA Morkel,1,1,1,0,0,0,0,0,,3,3,100
,RS Bopara
,Z Khan,0,2,0,0,0,0,0,0,,2,2,100
,JP Duminy,0,1,0,0,0,0,0,0,,1,1,100
,A Mishra,0,1,1,0,0,0,0,0,,3,2,150
,JA Morkel,0,3,2,0,1,0,0,0,,11,6,183.33
,Q de Kock
,B Kumar,1,2,0,0,1,0,0,0,,6,4,150
,I Sharma,6,0,0,0,4,0,1,0,,22,11,200
,Parvez Rasool,2,3,1,0,0,0,0,0,,5,6,83.33
,P Kumar,2,0,0,0,3,0,0,0,,12,5,240
,MC Henriques,1,1,0,0,1,0,0,0,,5,3,166.66
,KV Sharma,2,0,0,0,0,0,0,0,stumped,0,2,0
,SS Iyer
,B Kumar,7,0,0,0,0,0,0,0,caught,0,7,0
,JP Duminy
,B Kumar,0,1,0,0,0,0,0,0,,1,1,100
,I Sharma,0,1,0,0,0,0,0,0,,1,1,100
,Parvez Rasool,2,5,1,0,0,0,0,0,,7,8,87.5
,P Kumar,1,0,0,0,0,0,0,0,,0,1,0
,MC Henriques,1,2,0,0,0,0,0,0,,2,3,66.66
,KV Sharma,1,1,0,0,0,0,0,0,bowled,1,2,50
,Yuvraj Singh
,Parvez Rasool,3,1,0,0,0,0,0,0,caught,1,4,25
,KV Sharma,2,1,0,0,0,0,0,0,,1,3,33.33
,KM Jadhav
,B Kumar,3,4,0,0,2,0,0,0,,12,9,133.33
,I Sharma,1,3,1,0,1,0,0,0,,9,6,150
,Parvez Rasool,0,2,0,0,0,0,0,0,,2,2,100
,P Kumar,0,1,0,0,1,0,2,0,,17,4,425
,MC Henriques,2,1,1,0,1,0,0,0,,7,5,140
,KV Sharma,0,3,0,0,0,0,0,0,,3,3,100
,RS Bopara,1,1,0,0,3,0,0,0,,13,5,260
,SS Tiwary
,B Kumar,2,1,0,0,0,0,0,0,,1,3,33.33
,I Sharma,2,3,0,0,1,0,0,0,,7,6,116.66
,Parvez Rasool,2,1,0,0,1,0,0,0,,5,4,125
,P Kumar,0,0,2,0,0,0,0,0,,4,2,200
,MC Henriques,1,0,0,0,0,0,0,0,,0,1,0
,KV Sharma,6,1,0,0,0,0,1,0,,7,8,87.5
,RS Bopara,0,0,1,0,0,0,0,0,,2,1,200
,CH Gayle
,MJ McClenaghan,3,2,0,0,0,0,1,0,,8,6,133.33
,SL Malinga,4,1,0,0,1,0,0,0,caught,5,6,83.33
,V Kohli
,MJ McClenaghan,4,5,1,0,1,0,0,0,,11,11,100
,SL Malinga,1,4,0,0,0,0,0,0,,4,5,80
,JJ Bumrah,1,7,1,0,2,0,1,0,,23,12,191.66
,J Suchith,2,4,0,0,0,0,1,0,,10,7,142.85
,Harbhajan Singh,0,4,1,0,0,0,1,0,,12,6,200
,HH Pandya,2,2,1,0,3,0,1,0,,22,9,244.44
,AB de Villiers
,MJ McClenaghan,0,2,1,0,4,0,0,0,,20,7,285.71
,SL Malinga,6,3,1,0,3,0,0,0,,17,13,130.76
,JJ Bumrah,2,5,3,0,1,0,2,0,,27,13,207.69
,J Suchith,2,3,1,0,5,0,0,0,,25,11,227.27
,Harbhajan Singh,0,3,1,0,1,0,1,0,,15,6,250
,HH Pandya,0,3,0,0,5,0,1,0,,29,9,322.22
,PA Patel
,MA Starc,2,2,1,0,3,0,0,0,,16,8,200
,S Aravind,0,3,0,0,0,0,0,0,,3,3,100
,LMP Simmons
,MA Starc,1,5,0,0,1,0,0,0,,9,7,128.57
,S Aravind,8,4,1,0,1,0,0,0,,10,14,71.42
,D Wiese,4,5,0,0,3,0,1,0,,23,13,176.92
,HV Patel,4,6,1,0,0,0,1,0,,14,12,116.66
,YS Chahal,1,4,1,0,0,0,1,0,,12,7,171.42
,RG Sharma
,D Wiese,4,2,0,0,1,0,1,0,,12,8,150
,HV Patel,1,1,0,0,0,0,0,0,caught,1,2,50
,YS Chahal,1,2,0,0,0,0,0,0,,2,3,66.66
,KA Pollard
,MA Starc,1,1,1,0,2,0,0,0,,11,5,220
,S Aravind,1,1,1,0,3,0,0,0,caught,15,6,250
,D Wiese,1,2,0,0,0,0,0,0,,2,3,66.66
,HV Patel,2,3,0,0,1,0,1,0,,13,7,185.71
,YS Chahal,0,2,0,0,0,0,1,0,,8,3,266.66
,HH Pandya
,S Aravind,0,1,0,0,0,0,0,0,,1,1,100
,YS Chahal,1,1,0,0,0,0,1,0,stumped,7,3,233.33
,AT Rayudu
,HV Patel,1,0,0,0,0,0,1,0,caught,6,2,300
,YS Chahal,0,0,1,0,0,0,1,0,,8,2,400
,Harbhajan Singh
,MA Starc,1,0,1,0,0,0,0,0,caught,2,2,100
,HV Patel,0,1,0,0,0,0,0,0,,1,1,100
,J Suchith
,MA Starc,0,2,0,0,0,0,0,0,,2,2,100
,YS Chahal,1,0,1,0,0,0,0,0,caught,2,2,100
,MJ McClenaghan
,YS Chahal,2,0,0,0,0,0,2,0,,12,4,300
,DR Smith
,CH Morris,4,1,0,0,0,0,0,0,,1,5,20
,SR Watson,2,1,0,0,1,0,0,0,,5,4,125
,Ankit Sharma,1,0,0,0,0,0,0,0,caught,0,1,0
,BB McCullum
,CH Morris,1,0,0,0,1,0,0,0,caught,4,2,200
,SR Watson,3,2,0,0,1,0,1,0,,12,7,171.42
,Ankit Sharma,4,5,0,0,1,0,0,0,,9,10,90
,PV Tambe,7,4,0,0,0,0,2,0,,16,13,123.07
,JP Faulkner,6,5,2,0,3,0,0,0,,21,16,131.25
,R Bhatia,4,5,2,0,1,0,1,0,,19,13,146.15
,SK Raina
,CH Morris,4,0,0,0,0,0,0,0,caught,0,4,0
,Ankit Sharma,0,1,1,0,0,0,0,0,,3,2,150
,F du Plessis
,CH Morris,1,1,0,0,0,0,0,0,,1,2,50
,Ankit Sharma,5,3,0,1,2,0,0,0,,14,11,127.27
,PV Tambe,1,2,1,0,1,0,0,0,,8,5,160
,JP Faulkner,0,2,0,0,0,0,0,0,,2,2,100
,R Bhatia,1,4,0,0,0,0,0,0,,4,5,80
,P Negi
,CH Morris,1,1,0,0,0,0,0,0,caught,1,2,50
,SR Watson,0,1,0,0,0,0,0,0,,1,1,100
,MS Dhoni
,CH Morris,1,3,0,0,0,0,0,0,,3,4,75
,JP Faulkner,1,0,0,0,1,0,1,0,,10,3,333.33
,DJ Bravo
,CH Morris,0,4,0,0,1,0,0,0,,8,5,160
,JP Faulkner,0,1,1,0,1,0,0,0,,7,3,233.33
,AM Rahane
,A Nehra,6,2,0,0,3,0,0,0,,14,11,127.27
,MM Sharma,2,1,2,0,1,0,0,0,caught,9,6,150
,SR Watson
,A Nehra,3,3,0,0,1,0,0,0,,7,7,100
,MM Sharma,5,3,2,1,0,0,0,0,,10,11,90.9
,P Negi,1,4,0,0,1,0,0,0,,8,6,133.33
,RA Jadeja,3,3,0,0,0,0,0,0,caught,3,6,50
,SPD Smith
,MM Sharma,1,0,0,0,0,0,0,0,,0,1,0
,P Negi,0,2,1,0,0,0,0,0,,4,3,133.33
,RA Jadeja,2,0,0,0,0,0,0,0,bowled,0,2,0
,KK Nair
,P Negi,2,2,0,0,1,0,0,0,,6,5,120
,RA Jadeja,3,4,0,0,0,0,0,0,caught,4,7,57.14
,DJ Hooda
,P Negi,1,3,2,0,1,0,0,0,,11,7,157.14
,RA Jadeja,2,1,0,0,0,0,0,0,caught,1,3,33.33
,DJ Bravo,1,3,0,0,0,0,0,0,,3,4,75
,SV Samson
,A Nehra,0,2,0,0,0,0,0,0,,2,2,100
,P Negi,1,1,0,0,1,0,0,0,,5,3,166.66
,RA Jadeja,2,2,0,0,0,0,0,0,,2,4,50
,DJ Bravo,1,5,0,0,0,0,2,0,caught,17,8,212.5
,JP Faulkner
,A Nehra,1,2,0,0,1,0,0,0,,6,4,150
,MM Sharma,1,1,0,0,0,0,0,0,caught,1,2,50
,RA Jadeja,1,1,0,0,0,0,0,0,,1,2,50
,DJ Bravo,0,4,0,0,1,0,0,0,,8,5,160
,CH Morris
,MM Sharma,1,3,0,0,0,0,0,0,,3,4,75
,DJ Bravo,0,3,2,0,0,0,1,0,,13,6,216.66
,R Bhatia
,MM Sharma,1,0,0,0,0,0,0,0,caught,0,1,0
,Ankit Sharma
,DJ Bravo,1,0,0,0,0,0,0,0,caught,0,1,0
,PV Tambe
,DJ Bravo,0,1,0,0,0,0,0,0,,1,1,100
,DA Warner
,Sandeep Sharma,3,2,0,1,0,0,0,0,,5,6,83.33
,Anureet Singh,6,2,0,0,4,0,1,0,,24,13,184.61
,BE Hendricks,2,4,2,0,0,0,1,0,caught,14,9,155.55
,Gurkeerat Singh,3,3,1,0,2,0,1,0,,19,10,190
,GJ Maxwell,3,3,0,0,0,0,0,0,,3,6,50
,AR Patel,2,4,0,0,0,0,2,0,,16,8,200
,S Dhawan
,Sandeep Sharma,4,1,1,0,2,0,0,0,,11,8,137.5
,Anureet Singh,2,1,0,0,0,0,0,0,,1,3,33.33
,BE Hendricks,0,2,0,0,2,0,0,0,,10,4,250
,Gurkeerat Singh,0,2,0,0,0,0,0,0,,2,2,100
,GJ Maxwell,1,0,0,0,0,0,0,0,stumped,0,1,0
,MC Henriques
,Sandeep Sharma,2,2,0,0,0,0,0,0,,2,4,50
,BE Hendricks,0,2,0,0,2,0,0,0,,10,4,250
,Gurkeerat Singh,3,2,0,0,1,0,0,0,caught,6,6,100
,GJ Maxwell,2,3,0,0,1,0,0,0,,7,6,116.66
,AR Patel,1,3,0,0,0,0,0,0,,3,4,75
,EJG Morgan
,BE Hendricks,2,0,0,0,0,0,0,0,caught,0,2,0
,GJ Maxwell,1,1,0,0,1,0,2,0,,17,5,340
,NV Ojha
,Anureet Singh,1,1,0,0,0,0,0,0,,1,2,50
,BE Hendricks,0,1,0,0,0,0,0,0,,1,1,100
,KL Rahul
,Sandeep Sharma,0,1,1,0,1,0,0,0,,7,3,233.33
,Anureet Singh,1,1,1,0,0,0,1,0,,9,4,225
,BE Hendricks,2,1,0,0,0,0,0,0,,1,3,33.33
,KV Sharma
,Sandeep Sharma,0,2,0,0,0,0,1,0,,8,3,266.66
,Anureet Singh,0,2,0,0,0,0,0,0,,2,2,100
,BE Hendricks,1,1,0,0,0,0,0,0,,1,2,50
,M Vijay
,B Kumar,8,1,0,0,1,0,0,0,,5,10,50
,TA Boult,1,1,0,0,2,0,1,0,,15,5,300
,I Sharma,1,0,0,0,1,0,0,0,,4,2,200
,Bipul Sharma,1,0,0,0,0,0,0,0,caught,0,1,0
,M Vohra
,B Kumar,0,1,0,0,1,0,0,0,,5,2,250
,TA Boult,1,0,0,0,0,0,0,0,,0,1,0
,I Sharma,2,4,0,0,0,0,1,0,,10,7,142.85
,Bipul Sharma,3,1,0,0,1,0,0,0,caught,5,5,100
,WP Saha
,TA Boult,1,1,0,0,0,0,0,0,,1,2,50
,I Sharma,1,2,0,0,0,0,0,0,,2,3,66.66
,Bipul Sharma,1,1,0,0,0,0,0,0,,1,2,50
,MC Henriques,2,1,0,0,0,0,0,0,caught,1,3,33.33
,GJ Maxwell
,TA Boult,1,0,0,0,1,0,0,0,caught,4,2,200
,Bipul Sharma,2,1,0,0,0,0,1,0,,7,4,175
,DA Miller
,B Kumar,1,2,4,0,0,0,2,0,,22,9,244.44
,TA Boult,3,4,1,0,0,0,2,0,,18,10,180
,I Sharma,4,0,0,0,2,0,3,0,,26,9,288.88
,MC Henriques,2,7,0,0,0,0,0,0,,7,9,77.77
,KV Sharma,2,2,1,0,0,0,2,0,,16,7,228.57
,GJ Bailey
,TA Boult,1,1,0,0,0,0,0,0,,1,2,50
,MC Henriques,3,3,0,0,0,0,0,0,caught,3,6,50
,KV Sharma,1,2,0,0,0,0,0,0,,2,3,66.66
,Gurkeerat Singh
,MC Henriques,2,1,0,0,0,0,0,0,caught,1,3,33.33
,KV Sharma,0,2,0,0,0,0,0,0,,2,2,100
,AR Patel
,B Kumar,1,2,0,0,0,0,0,0,caught,2,3,66.66
,TA Boult,0,1,0,0,1,0,0,0,,5,2,250
,I Sharma,0,2,0,0,1,0,0,0,,6,3,200
,MC Henriques,1,2,0,0,0,0,0,0,,2,3,66.66
,DR Smith
,S Nadeem,9,2,0,0,0,0,1,0,,8,12,66.66
,Z Khan,7,0,0,0,1,0,0,0,,4,8,50
,GS Sandhu,0,2,0,0,1,0,0,0,,6,3,200
,JA Morkel,1,0,0,0,0,0,0,0,lbw,0,1,0
,BB McCullum
,S Nadeem,6,3,1,0,1,0,0,0,,9,11,81.81
,Z Khan,8,2,0,0,0,0,0,0,caught,2,10,20
,SK Raina
,S Nadeem,0,1,0,0,0,0,0,0,,1,1,100
,GS Sandhu,0,2,1,0,0,0,0,0,,4,3,133.33
,JA Morkel,1,0,1,0,1,0,0,0,,6,3,200
,J Yadav,1,0,0,0,0,0,0,0,caught,0,1,0
,F du Plessis
,GS Sandhu,0,2,2,0,0,0,0,0,,6,4,150
,JA Morkel,3,3,0,0,2,0,0,0,bowled,11,8,137.5
,J Yadav,0,3,0,0,0,0,0,0,,3,3,100
,Yuvraj Singh,2,5,0,0,1,0,0,0,,9,8,112.5
,MS Dhoni
,Z Khan,1,0,0,0,0,0,0,0,caught,0,1,0
,GS Sandhu,1,2,0,0,1,0,0,0,,6,4,150
,JA Morkel,1,2,0,0,0,0,0,0,,2,3,66.66
,J Yadav,6,1,0,0,1,0,0,0,,5,8,62.5
,Yuvraj Singh,3,2,1,0,1,0,1,0,,14,8,175
,DJ Bravo
,GS Sandhu,2,0,0,0,0,0,1,0,caught,6,3,200
,JA Morkel,1,2,0,0,0,0,0,0,,2,3,66.66
,Yuvraj Singh,2,0,0,0,0,0,0,0,,0,2,0
,P Negi
,Z Khan,3,0,1,0,0,0,0,0,,2,4,50
,GS Sandhu,1,3,0,0,0,0,0,0,,3,4,75
,RA Jadeja
,Z Khan,0,1,0,0,0,0,0,0,,1,1,100
,GS Sandhu,1,2,0,0,0,0,0,0,,2,3,66.66
,Q de Kock
,IC Pandey,3,2,0,0,0,0,0,0,caught,2,5,40
,MM Sharma,1,1,0,0,0,0,0,0,,1,2,50
,SS Iyer
,IC Pandey,2,2,0,0,2,0,1,0,,16,7,228.57
,MM Sharma,3,2,0,0,2,0,0,0,,10,7,142.85
,R Ashwin,6,3,2,0,2,0,0,0,,15,13,115.38
,RA Jadeja,2,4,0,0,1,0,0,0,,8,7,114.28
,SK Raina,1,2,0,0,1,0,0,0,,6,4,150
,P Negi,3,5,1,0,2,0,0,0,,15,11,136.36
,JP Duminy
,IC Pandey,4,0,0,0,0,0,0,0,bowled,0,4,0
,MM Sharma,0,2,0,0,1,0,0,0,,6,3,200
,Yuvraj Singh
,IC Pandey,5,1,0,0,2,0,0,0,,9,8,112.5
,R Ashwin,3,2,0,0,0,0,1,0,,8,6,133.33
,RA Jadeja,4,3,0,0,1,0,0,0,,7,8,87.5
,SK Raina,0,2,0,0,0,0,0,0,,2,2,100
,P Negi,1,2,0,0,1,0,0,0,caught,6,4,150
,JA Morkel
,R Ashwin,4,1,0,0,0,0,0,0,,1,5,20
,P Negi,1,1,0,0,0,0,1,0,caught,7,3,233.33
,KM Jadhav
,RA Jadeja,0,1,0,0,0,0,0,0,,1,1,100
,WP Saha
,MA Starc,0,2,1,0,2,0,0,0,,12,5,240
,S Aravind,1,1,0,0,3,0,1,0,,19,6,316.66
,D Wiese,1,0,0,0,0,0,0,0,caught,0,1,0
,M Vohra
,MA Starc,0,1,0,0,0,0,0,0,,1,1,100
,S Aravind,0,1,0,0,0,0,1,0,,7,2,350
,D Wiese,1,0,0,1,0,0,0,0,,3,2,150
,HV Patel,1,0,0,0,0,0,0,0,caught,0,1,0
,GJ Maxwell
,S Aravind,1,2,1,0,0,0,0,0,,4,4,100
,D Wiese,2,1,0,0,0,0,0,0,,1,3,33.33
,HV Patel,1,1,0,0,1,0,0,0,caught,5,3,166.66
,DA Miller
,HV Patel,0,1,0,0,0,0,0,0,,1,1,100
,YS Chahal,0,1,0,0,0,0,2,0,stumped,13,3,433.33
,GJ Bailey
,D Wiese,0,1,1,0,1,0,0,0,,7,3,233.33
,HV Patel,0,2,1,0,0,0,0,0,,4,3,133.33
,YS Chahal,1,2,0,0,0,0,0,0,bowled,2,3,66.66
,AR Patel
,MA Starc,0,2,1,0,0,0,0,0,,4,3,133.33
,D Wiese,0,2,0,0,1,0,0,0,,6,3,200
,HV Patel,2,2,0,0,0,0,0,0,,2,4,50
,YS Chahal,2,2,0,0,0,0,1,0,,8,5,160
,Gurkeerat Singh
,MA Starc,1,1,0,0,0,0,0,0,caught,1,2,50
,YS Chahal,0,1,0,0,0,0,0,0,,1,1,100
,R Dhawan
,MA Starc,0,1,0,0,0,0,0,0,,1,1,100
,CH Gayle
,Sandeep Sharma,5,1,0,0,1,0,1,0,caught,11,8,137.5
,BE Hendricks,0,1,1,0,0,0,0,0,,3,2,150
,Anureet Singh,1,0,0,0,0,0,0,0,,0,1,0
,R Dhawan,0,3,0,0,0,0,0,0,,3,3,100
,V Kohli
,BE Hendricks,2,1,1,0,0,0,0,0,,3,4,75
,Anureet Singh,1,0,1,0,2,0,1,0,bowled,16,5,320
,AB de Villiers
,Sandeep Sharma,0,2,0,0,0,0,0,0,,2,2,100
,R Dhawan,0,4,0,0,1,0,0,0,,8,5,160
,AR Patel,2,0,0,0,0,0,0,0,caught,0,2,0
,Mandeep Singh
,Sandeep Sharma,0,1,0,0,1,0,0,0,,5,2,250
,BE Hendricks,1,2,0,0,0,0,0,0,,2,3,66.66
,R Dhawan,0,1,3,0,0,0,0,0,,7,4,175
,AR Patel,2,2,0,0,1,0,0,0,caught,6,5,120
,KD Karthik
,BE Hendricks,2,1,0,0,0,0,0,0,caught,1,3,33.33
,AR Patel,0,1,0,0,0,0,0,0,,1,1,100
,SN Khan
,Anureet Singh,2,1,0,0,0,0,0,0,caught,1,3,33.33
,AR Patel,0,3,0,0,0,0,0,0,,3,3,100
,D Wiese
,Anureet Singh,1,3,0,0,0,0,0,0,,3,4,75
,AR Patel,0,1,0,0,0,0,0,0,,1,1,100
,LMP Simmons
,UT Yadav,2,1,0,0,0,0,0,0,,1,3,33.33
,M Morkel,7,2,0,0,0,0,1,0,caught,8,10,80
,Shakib Al Hasan,1,1,0,0,1,0,0,0,,5,3,166.66
,PA Patel
,UT Yadav,1,1,0,0,1,0,0,0,,5,3,166.66
,M Morkel,0,3,2,0,1,0,0,0,,11,6,183.33
,Shakib Al Hasan,3,1,0,0,1,0,0,0,caught,5,5,100
,RG Sharma
,M Morkel,1,3,0,0,0,0,0,0,,3,4,75
,Shakib Al Hasan,2,3,0,0,1,0,0,0,,7,6,116.66
,PP Chawla,2,1,0,0,2,0,0,0,,9,5,180
,SP Narine,1,2,0,0,2,0,0,0,bowled,10,5,200
,AD Russell,0,1,0,0,0,0,0,0,,1,1,100
,AT Rayudu
,M Morkel,0,0,1,0,0,0,0,0,,2,1,200
,Shakib Al Hasan,2,0,0,0,0,0,0,0,caught,0,2,0
,KA Pollard
,UT Yadav,0,3,1,0,0,0,0,0,,5,4,125
,M Morkel,4,0,0,0,0,0,0,0,,0,4,0
,Shakib Al Hasan,4,2,0,0,0,0,0,0,,2,6,33.33
,PP Chawla,1,0,0,0,0,0,0,0,,0,1,0
,SP Narine,2,7,1,0,0,0,1,0,,15,11,136.36
,AD Russell,5,5,1,0,1,0,0,0,,11,12,91.66
,HH Pandya
,UT Yadav,0,3,1,0,5,0,0,0,,25,9,277.77
,Shakib Al Hasan,0,2,0,0,0,0,0,0,,2,2,100
,SP Narine,3,4,0,0,0,0,1,0,,10,8,125
,AD Russell,3,4,1,0,3,0,1,0,,24,12,200
,RV Uthappa
,SL Malinga,3,2,1,0,1,0,0,0,,8,7,114.28
,MJ McClenaghan,2,3,0,0,1,0,0,0,,7,6,116.66
,R Vinay Kumar,3,0,0,0,1,0,0,0,,4,4,100
,Harbhajan Singh,2,0,0,0,0,0,1,0,caught,6,3,200
,G Gambhir
,SL Malinga,2,1,1,0,1,0,0,0,,7,5,140
,MJ McClenaghan,3,2,0,0,1,0,0,0,,6,6,100
,R Vinay Kumar,1,3,0,0,1,0,0,0,,7,5,140
,Harbhajan Singh,2,3,0,0,1,0,0,0,,7,6,116.66
,J Suchith,1,3,2,0,1,0,0,0,bowled,11,7,157.14
,MK Pandey
,Harbhajan Singh,0,1,0,0,0,0,0,0,,1,1,100
,YK Pathan
,SL Malinga,1,3,0,0,1,0,1,0,,13,6,216.66
,MJ McClenaghan,1,4,0,0,1,0,0,0,,8,6,133.33
,R Vinay Kumar,2,4,1,0,1,0,0,0,,10,8,125
,Harbhajan Singh,5,4,0,0,1,0,0,0,,8,10,80
,J Suchith,1,2,0,0,1,0,1,0,,12,5,240
,HH Pandya,0,1,0,0,0,0,0,0,,1,1,100
,KA Pollard,1,0,0,0,0,0,0,0,caught,0,1,0
,Shakib Al Hasan
,MJ McClenaghan,1,2,0,0,1,0,0,0,,6,4,150
,R Vinay Kumar,1,0,1,0,0,0,0,0,caught,2,2,100
,Harbhajan Singh,1,2,0,0,1,0,0,0,,6,4,150
,HH Pandya,1,1,2,0,1,0,0,0,,9,5,180
,AD Russell
,SL Malinga,1,1,0,0,0,0,0,0,caught,1,2,50
