Batsman,Bowler,Zeroes,Ones,Twos,Threes,Fours,Fives,Sixes,Sevens,Dismissed,Runs,Balls,SR
EJG Morgan,J Botha,2,2,0,0,0,0,0,0,0,2,4,50
EJG Morgan,GB Hogg,1,0,0,0,0,0,0,0,0,0,1,0
EJG Morgan,YK Pathan,0,1,0,0,0,0,0,0,0,1,1,100
EJG Morgan,PP Chawla,2,2,0,0,0,0,0,0,0,2,4,50
EJG Morgan,RN ten Doeschate,1,0,0,0,0,0,0,0,0,0,1,0
GH Vihari,GB Hogg,2,2,0,0,0,0,0,0,0,2,4,50
GH Vihari,PP Chawla,3,3,0,0,0,0,0,0,1,3,6,50
GH Vihari,RN ten Doeschate,1,1,0,0,0,0,0,0,0,1,2,50
Bipul Sharma,PP Chawla,1,1,0,0,0,0,0,0,0,1,2,50
KV Sharma,UT Yadav,0,3,0,0,0,0,0,0,0,3,3,100
KV Sharma,J Botha,3,2,1,0,0,0,3,0,1,22,9,244.44
KV Sharma,GB Hogg,1,4,0,0,0,0,0,0,0,4,5,80
KV Sharma,PP Chawla,0,3,0,0,0,0,0,0,0,3,3,100
P Kumar,UT Yadav,1,1,1,0,0,0,0,0,0,3,3,100
P Kumar,AD Russell,4,0,0,0,0,0,0,0,1,0,4,0
P Kumar,J Botha,1,2,0,0,0,0,0,0,0,2,3,66.66
P Kumar,GB Hogg,2,3,0,0,1,0,0,0,0,7,6,116.66
B Kumar,UT Yadav,0,1,0,0,1,0,1,0,0,11,3,366.66
B Kumar,AD Russell,1,0,0,0,0,0,0,0,0,0,1,0
DW Steyn,AD Russell,0,1,0,0,0,0,0,0,0,1,1,100
MA Agarwal,SL Malinga,1,0,0,0,0,0,0,0,1,0,1,0
SS Iyer,MJ McClenaghan,6,1,1,0,3,0,0,0,0,15,11,136.36
SS Iyer,R Vinay Kumar,3,2,1,0,0,0,0,0,0,4,6,66.66
SS Iyer,Harbhajan Singh,1,0,0,0,0,0,0,0,1,0,1,0
JP Duminy,SL Malinga,4,0,0,0,1,0,0,0,0,4,5,80
JP Duminy,MJ McClenaghan,0,1,0,0,0,0,0,0,0,1,1,100
JP Duminy,R Vinay Kumar,1,2,0,0,1,0,2,0,0,18,6,300
JP Duminy,Harbhajan Singh,4,0,0,0,0,0,0,0,0,0,4,0
JP Duminy,J Suchith,1,1,0,0,1,0,0,0,1,5,3,166.66
KM Jadhav,SL Malinga,0,1,0,0,0,0,0,0,0,1,1,100
KM Jadhav,Harbhajan Singh,3,2,0,1,0,0,0,0,1,5,6,83.33
KM Jadhav,J Suchith,4,2,1,0,0,0,1,0,0,10,8,125
Yuvraj Singh,SL Malinga,5,2,0,0,5,0,0,0,1,22,12,183.33
Yuvraj Singh,MJ McClenaghan,1,5,0,0,0,0,2,0,0,17,8,212.5
Yuvraj Singh,Harbhajan Singh,8,3,1,0,0,0,0,0,0,5,12,41.66
Yuvraj Singh,J Suchith,0,3,0,0,1,0,0,0,0,7,4,175
Yuvraj Singh,HH Pandya,5,2,0,0,1,0,0,0,0,6,8,75
AD Mathews,MJ McClenaghan,0,2,0,0,0,0,0,0,0,2,2,100
AD Mathews,Harbhajan Singh,0,1,0,0,0,0,0,0,0,1,1,100
AD Mathews,J Suchith,1,2,0,0,0,0,0,0,0,2,3,66.66
AD Mathews,HH Pandya,2,1,0,0,0,0,1,0,1,7,4,175
SS Tiwary,SL Malinga,2,2,0,0,1,0,0,0,0,6,5,120
SS Tiwary,MJ McClenaghan,1,1,0,0,0,0,0,0,0,1,2,50
SS Tiwary,R Vinay Kumar,1,2,0,0,1,0,0,0,0,6,4,150
NM Coulter-Nile,R Vinay Kumar,0,1,1,0,0,0,0,0,0,3,2,150
LMP Simmons,Z Khan,1,0,0,0,0,0,0,0,1,0,1,0
PA Patel,Z Khan,5,0,1,1,0,0,0,0,0,5,7,71.42
PA Patel,NM Coulter-Nile,1,2,1,0,0,0,0,0,0,4,4,100
PA Patel,AD Mathews,1,0,0,0,1,0,0,0,1,4,2,200
HH Pandya,Z Khan,1,1,0,0,1,0,0,0,0,5,3,166.66
HH Pandya,NM Coulter-Nile,5,0,0,0,0,0,0,0,1,0,5,0
RG Sharma,Z Khan,2,2,0,0,0,0,0,0,0,2,4,50
RG Sharma,NM Coulter-Nile,1,1,0,0,0,0,1,0,0,7,3,233.33
RG Sharma,AD Mathews,3,4,0,0,1,0,1,0,0,14,9,155.55
RG Sharma,Yuvraj Singh,1,1,1,0,0,0,0,0,0,3,3,100
RG Sharma,A Mishra,4,6,0,0,0,0,0,0,1,6,10,60
RG Sharma,Imran Tahir,2,4,0,0,1,0,1,0,0,14,8,175
Harbhajan Singh,NM Coulter-Nile,1,0,0,0,1,0,0,0,1,4,2,200
Harbhajan Singh,AD Mathews,1,1,0,0,0,0,0,0,0,1,2,50
AT Rayudu,Z Khan,0,5,0,0,1,0,1,0,0,15,7,214.28
AT Rayudu,NM Coulter-Nile,3,2,0,0,1,0,0,0,0,6,6,100
AT Rayudu,AD Mathews,1,5,0,0,2,0,0,0,0,13,8,162.5
AT Rayudu,Yuvraj Singh,1,2,0,0,0,0,0,0,0,2,3,66.66
AT Rayudu,A Mishra,2,8,1,0,0,0,0,0,0,10,11,90.9
AT Rayudu,Imran Tahir,2,3,0,0,0,0,0,0,0,3,5,60
KA Pollard,Z Khan,0,2,0,0,0,0,0,0,0,2,2,100
KA Pollard,NM Coulter-Nile,1,1,1,0,0,0,1,0,0,9,4,225
KA Pollard,AD Mathews,2,1,0,0,0,0,0,0,0,1,3,33.33
KA Pollard,A Mishra,1,1,0,0,0,0,1,0,0,7,3,233.33
KA Pollard,Imran Tahir,0,1,0,0,0,0,1,0,0,7,2,350
S Dhawan,DJ Hooda,1,5,1,0,2,0,1,0,0,21,10,210
S Dhawan,CH Morris,1,1,0,0,0,0,0,0,0,1,2,50
S Dhawan,DS Kulkarni,5,1,0,0,4,0,0,0,0,17,10,170
S Dhawan,SR Watson,0,2,0,0,0,0,0,0,0,2,2,100
S Dhawan,JP Faulkner,4,1,1,0,0,0,0,0,1,3,6,50
S Dhawan,PV Tambe,0,4,0,0,0,0,1,0,0,10,5,200
DA Warner,DJ Hooda,1,0,0,0,2,0,0,0,0,8,3,266.66
DA Warner,CH Morris,7,1,1,0,1,0,0,0,0,7,10,70
DA Warner,DS Kulkarni,1,1,0,0,0,0,0,0,0,1,2,50
DA Warner,SR Watson,1,0,0,0,2,0,0,0,1,8,3,266.66
MC Henriques,SR Watson,2,1,0,0,0,0,0,0,0,1,3,33.33
MC Henriques,JP Faulkner,1,2,1,0,3,0,0,0,0,16,7,228.57
MC Henriques,PV Tambe,8,3,0,0,0,0,0,0,1,3,11,27.27
EJG Morgan,DJ Hooda,2,2,1,0,0,0,0,0,0,4,5,80
EJG Morgan,CH Morris,0,1,1,0,2,0,1,0,0,17,5,340
EJG Morgan,SR Watson,2,1,2,0,1,0,2,0,1,21,8,262.5
EJG Morgan,JP Faulkner,0,2,0,0,0,0,0,0,0,2,2,100
EJG Morgan,PV Tambe,3,1,1,0,1,0,2,0,0,19,8,237.5
RS Bopara,CH Morris,0,4,0,0,0,0,0,0,0,4,4,100
RS Bopara,SR Watson,0,0,0,1,0,0,0,0,0,3,1,300
RS Bopara,JP Faulkner,3,2,0,0,2,0,0,0,0,10,7,142.85
NV Ojha,CH Morris,1,2,0,0,0,0,0,0,0,2,3,66.66
NV Ojha,SR Watson,0,1,0,0,0,0,0,0,0,1,1,100
NV Ojha,JP Faulkner,0,1,0,0,1,0,0,0,0,5,2,250
AM Rahane,B Kumar,4,0,0,0,2,0,0,0,1,8,6,133.33
SR Watson,B Kumar,2,0,0,0,2,0,0,0,0,8,4,200
SR Watson,P Kumar,5,0,0,0,1,0,0,0,0,4,6,66.66
SR Watson,I Sharma,2,0,0,0,0,0,0,0,1,0,2,0
SPD Smith,B Kumar,1,1,0,0,0,0,0,0,0,1,2,50
SPD Smith,P Kumar,3,3,0,0,2,0,0,0,0,11,8,137.5
SPD Smith,I Sharma,3,3,0,0,2,0,0,0,0,11,8,137.5
SPD Smith,KV Sharma,2,4,1,0,1,0,2,0,0,22,10,220
SPD Smith,MC Henriques,1,3,1,0,3,0,0,0,0,17,8,212.5
SPD Smith,RS Bopara,1,2,0,0,1,0,0,0,1,6,4,150
KK Nair,P Kumar,1,0,0,0,0,0,0,0,0,0,1,0
KK Nair,I Sharma,4,0,0,0,0,0,0,0,0,0,4,0
KK Nair,KV Sharma,1,1,1,0,0,0,0,0,0,3,3,100
KK Nair,MC Henriques,1,1,0,0,0,0,0,0,1,1,2,50
DJ Hooda,KV Sharma,2,0,1,0,0,0,0,0,1,2,3,66.66
DJ Hooda,MC Henriques,1,1,0,0,0,0,0,0,0,1,2,50
DJ Hooda,RS Bopara,1,2,1,0,0,0,0,0,0,4,4,100
JP Faulkner,B Kumar,1,0,0,0,0,0,0,0,1,0,1,0
JP Faulkner,P Kumar,1,1,1,0,0,0,0,0,0,3,3,100
JP Faulkner,I Sharma,0,2,0,0,0,0,2,0,0,14,4,350
JP Faulkner,KV Sharma,1,1,0,0,0,0,0,0,0,1,2,50
JP Faulkner,MC Henriques,3,0,0,0,2,0,0,0,0,8,5,160
JP Faulkner,RS Bopara,1,2,1,0,0,0,0,0,0,4,4,100
SV Samson,B Kumar,1,0,0,0,0,0,2,0,1,12,3,400
SV Samson,MC Henriques,0,1,0,0,0,0,0,0,0,1,1,100
SV Samson,RS Bopara,3,2,0,0,0,0,1,0,0,8,6,133.33
STR Binny,B Kumar,0,2,0,0,0,0,0,0,0,2,2,100
STR Binny,P Kumar,0,1,0,0,0,0,0,0,0,1,1,100
CH Morris,B Kumar,0,3,1,0,2,0,0,0,0,13,6,216.66
CH Morris,P Kumar,0,1,1,0,0,0,3,0,0,21,5,420
RV Uthappa,Z Khan,6,3,0,0,2,0,0,0,0,11,11,100
RV Uthappa,JA Morkel,4,1,1,0,2,0,0,0,0,11,8,137.5
RV Uthappa,JP Duminy,1,1,0,0,0,0,1,0,0,7,3,233.33
RV Uthappa,A Mishra,7,0,0,0,0,0,0,0,1,0,7,0
RV Uthappa,Imran Tahir,0,1,1,0,0,0,0,0,0,3,2,150
G Gambhir,Z Khan,4,2,0,0,0,0,0,0,1,2,6,33.33
G Gambhir,JA Morkel,0,1,0,0,0,0,0,0,0,1,1,100
G Gambhir,JP Duminy,0,1,0,0,2,0,0,0,0,9,3,300
MK Pandey,Z Khan,0,1,0,0,0,0,0,0,0,1,1,100
MK Pandey,JA Morkel,1,1,0,0,1,0,0,0,0,5,3,166.66
MK Pandey,A Mishra,3,2,0,0,0,0,0,0,0,2,5,40
MK Pandey,Imran Tahir,1,3,1,0,0,0,1,0,0,11,6,183.33
MK Pandey,AD Mathews,1,1,0,0,0,0,0,0,0,1,2,50
MK Pandey,Yuvraj Singh,1,0,1,0,0,0,0,0,1,2,2,100
PP Chawla,JA Morkel,2,1,0,0,0,0,0,0,1,1,3,33.33
PP Chawla,Imran Tahir,1,1,2,0,0,0,0,0,0,5,4,125
PP Chawla,AD Mathews,2,2,0,0,1,0,1,0,0,12,6,200
PP Chawla,Yuvraj Singh,2,4,0,0,0,0,0,0,0,4,6,66.66
YK Pathan,JA Morkel,0,2,0,0,1,0,0,0,0,6,3,200
YK Pathan,A Mishra,2,2,1,0,1,0,1,0,0,14,7,200
YK Pathan,Imran Tahir,1,2,1,0,1,0,1,0,1,14,6,233.33
YK Pathan,AD Mathews,4,0,0,0,0,0,0,0,0,0,4,0
YK Pathan,Yuvraj Singh,1,2,0,0,0,0,1,0,0,8,4,200
AD Russell,A Mishra,1,1,0,0,0,0,0,0,0,1,2,50
AD Russell,Imran Tahir,2,0,0,0,1,0,0,0,1,4,3,133.33
SA Yadav,Z Khan,0,1,0,0,0,0,0,0,0,1,1,100
SA Yadav,A Mishra,1,1,1,0,0,0,0,0,0,3,3,100
SA Yadav,Imran Tahir,0,3,0,0,0,0,0,0,0,3,3,100
J Botha,Z Khan,0,1,0,0,4,0,0,0,0,17,5,340
MK Tiwary,UT Yadav,8,0,0,0,1,0,0,0,0,4,9,44.44
MK Tiwary,AD Russell,3,2,0,0,0,0,0,0,0,2,5,40
MK Tiwary,SP Narine,3,2,0,0,2,0,0,0,0,10,7,142.85
MK Tiwary,PP Chawla,1,2,0,0,0,0,1,0,1,8,4,200
MK Tiwary,GB Hogg,2,1,0,0,0,0,0,0,0,1,3,33.33
SS Iyer,UT Yadav,1,2,0,0,0,0,0,0,0,2,3,66.66
SS Iyer,AD Russell,7,3,1,0,1,0,1,0,0,15,13,115.38
SS Iyer,SP Narine,3,2,0,0,0,0,0,0,0,2,5,40
SS Iyer,PP Chawla,1,4,0,0,1,0,1,0,0,14,7,200
SS Iyer,GB Hogg,3,3,0,0,1,0,0,0,1,7,7,100
JP Duminy,SP Narine,1,4,0,0,1,0,1,0,0,14,7,200
JP Duminy,PP Chawla,1,3,0,0,0,0,0,0,1,3,4,75
JP Duminy,GB Hogg,0,2,0,0,0,0,0,0,0,2,2,100
JP Duminy,J Botha,0,2,0,0,1,0,0,0,0,6,3,200
KM Jadhav,SP Narine,0,2,0,0,0,0,0,0,0,2,2,100
KM Jadhav,PP Chawla,1,0,0,0,0,0,0,0,1,0,1,0
KM Jadhav,J Botha,0,2,0,0,0,0,1,0,0,8,3,266.66
Yuvraj Singh,PP Chawla,3,0,0,0,0,0,0,0,1,0,3,0
AD Mathews,UT Yadav,1,1,0,0,0,0,0,0,0,1,2,50
AD Mathews,AD Russell,2,1,0,0,1,0,0,0,1,5,4,125
AD Mathews,SP Narine,2,1,0,0,0,0,0,0,0,1,3,33.33
AD Mathews,PP Chawla,0,2,0,0,1,0,0,0,0,6,3,200
AD Mathews,GB Hogg,0,1,1,0,0,0,1,0,0,9,3,300
SS Tiwary,UT Yadav,3,2,0,0,3,0,0,0,0,14,8,175
SS Tiwary,AD Russell,1,1,0,0,0,0,0,0,0,1,2,50
SS Tiwary,PP Chawla,1,1,0,0,0,0,0,0,0,1,2,50
SS Tiwary,GB Hogg,0,2,0,0,0,0,1,0,0,8,3,266.66
JA Morkel,UT Yadav,0,1,0,0,1,0,0,0,0,5,2,250
DR Smith,MJ McClenaghan,5,1,1,0,2,0,0,0,0,11,9,122.22
DR Smith,M de Lange,12,0,0,0,0,0,0,0,0,0,12,0
DR Smith,J Suchith,2,3,0,0,1,0,0,0,0,7,6,116.66
DR Smith,R Vinay Kumar,1,1,0,0,0,0,0,0,0,1,2,50
DR Smith,Harbhajan Singh,1,2,1,0,1,0,0,0,1,8,5,160
BB McCullum,MJ McClenaghan,1,1,0,0,0,0,1,0,0,7,3,233.33
BB McCullum,J Suchith,1,2,0,0,0,0,0,0,0,2,3,66.66
BB McCullum,R Vinay Kumar,1,0,1,0,3,0,0,0,1,14,5,280
SK Raina,J Suchith,2,0,0,0,1,0,0,0,1,4,3,133.33
SK Raina,R Vinay Kumar,2,2,1,0,0,0,0,0,0,4,5,80
SK Raina,Harbhajan Singh,0,2,0,0,0,0,0,0,0,2,2,100
F du Plessis,MJ McClenaghan,1,0,0,0,0,0,0,0,1,0,1,0
F du Plessis,J Suchith,1,3,0,0,0,0,0,0,0,3,4,75
F du Plessis,Harbhajan Singh,3,4,1,0,0,0,1,0,0,12,9,133.33
F du Plessis,HH Pandya,0,2,0,0,0,0,0,0,0,2,2,100
MS Dhoni,MJ McClenaghan,1,4,0,0,0,0,0,0,0,4,5,80
MS Dhoni,M de Lange,1,2,0,0,1,0,0,0,0,6,4,150
MS Dhoni,J Suchith,4,3,1,0,0,0,0,0,0,5,8,62.5
MS Dhoni,R Vinay Kumar,0,2,0,0,0,0,1,0,0,8,3,266.66
MS Dhoni,Harbhajan Singh,2,4,0,0,1,0,1,0,0,14,8,175
MS Dhoni,HH Pandya,2,2,0,0,0,0,0,0,0,2,4,50
P Negi,MJ McClenaghan,1,2,2,0,0,0,1,0,0,12,6,200
P Negi,M de Lange,2,1,1,1,3,0,0,0,0,18,8,225
P Negi,R Vinay Kumar,0,2,0,0,1,0,0,0,0,6,3,200
LMP Simmons,R Ashwin,8,4,0,0,0,0,1,0,1,10,13,76.92
LMP Simmons,MM Sharma,1,2,0,0,0,0,0,0,0,2,3,66.66
LMP Simmons,A Nehra,2,1,2,0,2,0,1,0,0,19,8,237.5
LMP Simmons,RA Jadeja,3,2,0,0,1,0,0,0,0,6,6,100
LMP Simmons,P Negi,0,1,0,0,0,0,0,0,0,1,1,100
PA Patel,R Ashwin,5,2,0,1,0,0,0,0,1,5,8,62.5
PA Patel,MM Sharma,2,3,1,0,3,0,0,0,0,17,9,188.88
PA Patel,A Nehra,1,1,0,0,2,0,0,0,0,9,4,225
PA Patel,RA Jadeja,1,3,1,0,1,0,0,0,0,9,6,150
PA Patel,P Negi,2,1,2,0,0,0,0,0,0,5,5,100
RG Sharma,R Ashwin,2,1,0,0,0,0,0,0,0,1,3,33.33
RG Sharma,A Nehra,0,2,0,0,0,0,0,0,0,2,2,100
RG Sharma,RA Jadeja,1,6,1,0,0,0,0,0,0,8,8,100
RG Sharma,P Negi,2,2,0,0,0,0,0,0,0,2,4,50
RG Sharma,DJ Bravo,1,3,1,0,0,0,0,0,1,5,5,100
KA Pollard,P Negi,3,1,0,0,0,0,0,0,0,1,4,25
AT Rayudu,A Nehra,0,1,1,0,0,0,2,0,0,15,4,375
AT Rayudu,RA Jadeja,0,4,0,0,0,0,0,0,0,4,4,100
AT Rayudu,P Negi,3,1,0,0,0,0,1,0,0,7,5,140
AT Rayudu,DJ Bravo,1,4,0,0,1,0,0,0,0,8,6,133.33
HH Pandya,P Negi,2,0,0,0,0,0,3,0,0,18,5,360
HH Pandya,DJ Bravo,0,3,0,0,0,0,0,0,0,3,3,100
M Vijay,UT Yadav,4,1,0,0,3,0,1,0,0,19,9,211.11
M Vijay,AD Russell,0,1,0,0,0,0,0,0,0,1,1,100
M Vijay,SP Narine,5,2,0,0,1,0,0,0,1,6,8,75
M Vijay,J Botha,1,2,0,0,0,0,0,0,0,2,3,66.66
M Vohra,UT Yadav,2,1,0,0,0,0,0,0,0,1,3,33.33
M Vohra,AD Russell,4,2,3,0,1,0,1,0,0,18,11,163.63
M Vohra,SP Narine,3,3,0,0,0,0,0,0,1,3,6,50
M Vohra,J Botha,1,1,0,0,0,0,1,0,0,7,3,233.33
M Vohra,GB Hogg,5,3,0,0,0,0,0,0,0,3,8,37.5
M Vohra,PP Chawla,1,1,0,0,0,0,1,0,0,7,3,233.33
WP Saha,UT Yadav,1,1,0,0,0,0,0,0,0,1,2,50
WP Saha,AD Russell,0,2,0,0,0,0,0,0,0,2,2,100
WP Saha,SP Narine,3,3,0,0,0,0,1,0,1,9,7,128.57
WP Saha,GB Hogg,2,2,0,0,0,0,1,0,0,8,5,160
WP Saha,PP Chawla,1,4,3,1,0,0,0,0,0,13,9,144.44
GJ Maxwell,UT Yadav,1,2,0,0,1,0,0,0,0,6,4,150
GJ Maxwell,AD Russell,2,1,0,0,0,0,1,0,0,7,4,175
GJ Maxwell,SP Narine,2,1,0,0,0,0,0,0,1,1,3,33.33
GJ Maxwell,GB Hogg,2,0,0,0,2,0,1,0,0,14,5,280
GJ Maxwell,PP Chawla,0,3,1,0,1,0,1,0,0,15,6,250
DA Miller,UT Yadav,0,3,1,0,0,0,0,0,0,5,4,125
DA Miller,AD Russell,0,1,0,0,2,0,2,0,0,21,5,420
DA Miller,GB Hogg,1,1,0,0,0,0,0,0,0,1,2,50
Gurkeerat Singh,UT Yadav,0,2,0,0,0,0,0,0,0,2,2,100
Gurkeerat Singh,AD Russell,1,0,0,0,0,0,0,0,1,0,1,0
Gurkeerat Singh,GB Hogg,2,2,0,0,0,0,0,0,0,2,4,50
RV Uthappa,Sandeep Sharma,2,2,0,0,1,0,0,0,0,6,5,120
RV Uthappa,BE Hendricks,1,1,0,0,1,0,0,0,0,5,3,166.66
RV Uthappa,Anureet Singh,1,0,1,0,1,0,0,0,1,6,3,200
G Gambhir,Sandeep Sharma,4,2,0,0,2,0,0,0,0,10,8,125
G Gambhir,BE Hendricks,1,1,0,0,1,0,0,0,0,5,3,166.66
G Gambhir,Anureet Singh,0,0,0,0,1,0,0,0,0,4,1,400
G Gambhir,AR Patel,3,1,0,0,0,0,0,0,0,1,4,25
G Gambhir,Gurkeerat Singh,3,2,0,0,0,0,0,0,1,2,5,40
G Gambhir,GJ Maxwell,0,2,0,0,0,0,0,0,0,2,2,100
MK Pandey,Sandeep Sharma,1,1,0,0,3,0,0,0,0,13,5,260
MK Pandey,Anureet Singh,0,1,0,0,1,0,0,0,0,5,2,250
MK Pandey,AR Patel,1,1,0,0,0,0,0,0,0,1,2,50
MK Pandey,Gurkeerat Singh,2,2,0,0,0,0,0,0,0,2,4,50
MK Pandey,GJ Maxwell,1,1,0,0,0,0,0,0,1,1,2,50
SA Yadav,BE Hendricks,1,0,0,0,1,0,0,0,0,4,2,200
SA Yadav,Gurkeerat Singh,2,3,0,0,0,0,0,0,1,3,5,60
SA Yadav,GJ Maxwell,0,2,0,0,0,0,0,0,0,2,2,100
YK Pathan,BE Hendricks,5,2,0,0,1,0,0,0,1,6,8,75
YK Pathan,Anureet Singh,0,1,0,0,0,0,0,0,0,1,1,100
YK Pathan,AR Patel,3,2,0,0,0,0,2,0,0,14,7,200
YK Pathan,Gurkeerat Singh,0,2,0,0,0,0,1,0,0,8,3,266.66
AD Russell,BE Hendricks,0,1,0,0,1,0,0,0,0,5,2,250
AD Russell,Anureet Singh,1,3,0,0,3,0,3,0,0,33,10,330
AD Russell,AR Patel,3,3,0,0,1,0,1,0,1,13,8,162.5
AD Russell,Gurkeerat Singh,1,0,0,0,0,0,0,0,0,0,1,0
J Botha,BE Hendricks,1,0,0,0,0,0,0,0,0,0,1,0
J Botha,Anureet Singh,1,0,0,0,0,0,0,0,0,0,1,0
J Botha,AR Patel,0,2,0,0,0,0,0,0,0,2,2,100
PP Chawla,Sandeep Sharma,1,2,0,0,0,0,0,0,0,2,3,66.66
PP Chawla,BE Hendricks,1,1,0,0,2,0,0,0,0,9,4,225
PP Chawla,Anureet Singh,2,0,0,0,0,0,1,0,1,6,3,200
PP Chawla,AR Patel,0,1,0,0,0,0,0,0,0,1,1,100
GB Hogg,Sandeep Sharma,0,3,0,0,0,0,0,0,0,3,3,100
GB Hogg,BE Hendricks,0,1,0,0,0,0,0,0,0,1,1,100
GB Hogg,Anureet Singh,0,1,0,0,0,0,0,0,0,1,1,100
SP Narine,Anureet Singh,1,0,0,0,0,0,0,0,0,0,1,0
S Dhawan,J Yadav,0,2,0,0,0,0,0,0,0,2,2,100
S Dhawan,Z Khan,5,0,0,0,2,0,0,0,1,8,7,114.28
S Dhawan,NM Coulter-Nile,0,0,0,1,0,0,0,0,0,3,1,300
DA Warner,J Yadav,1,2,0,0,1,0,0,0,0,6,4,150
DA Warner,Z Khan,3,1,0,1,0,0,0,0,0,4,5,80
DA Warner,NM Coulter-Nile,4,1,0,0,0,0,1,0,1,7,6,116.66
MC Henriques,J Yadav,7,3,1,0,0,0,0,0,0,5,11,45.45
MC Henriques,Z Khan,1,3,1,0,0,0,1,0,0,11,6,183.33
MC Henriques,NM Coulter-Nile,1,3,0,0,1,0,0,0,0,7,5,140
MC Henriques,JP Duminy,1,2,3,0,0,0,0,0,0,8,6,133.33
MC Henriques,A Mishra,1,2,4,0,0,0,2,0,0,22,9,244.44
MC Henriques,JA Morkel,1,3,3,0,0,0,2,0,0,21,9,233.33
EJG Morgan,J Yadav,2,4,1,0,0,0,0,0,1,6,7,85.71
EJG Morgan,Z Khan,1,2,0,0,1,0,0,0,0,6,4,150
EJG Morgan,NM Coulter-Nile,4,1,0,0,0,0,0,0,0,1,5,20
EJG Morgan,JP Duminy,2,2,0,0,1,0,0,0,0,6,5,120
EJG Morgan,A Mishra,1,3,0,0,0,0,0,0,0,3,4,75
KV Sharma,NM Coulter-Nile,3,3,0,0,1,0,0,0,1,7,7,100
KV Sharma,A Mishra,1,0,1,0,1,0,0,0,0,6,3,200
KV Sharma,JA Morkel,1,1,1,0,0,0,0,0,0,3,3,100
RS Bopara,Z Khan,0,2,0,0,0,0,0,0,0,2,2,100
RS Bopara,JP Duminy,0,1,0,0,0,0,0,0,0,1,1,100
RS Bopara,A Mishra,0,1,1,0,0,0,0,0,0,3,2,150
RS Bopara,JA Morkel,0,3,2,0,1,0,0,0,0,11,6,183.33
Q de Kock,B Kumar,1,2,0,0,1,0,0,0,0,6,4,150
Q de Kock,I Sharma,6,0,0,0,4,0,1,0,0,22,11,200
Q de Kock,Parvez Rasool,2,3,1,0,0,0,0,0,0,5,6,83.33
Q de Kock,P Kumar,2,0,0,0,3,0,0,0,0,12,5,240
Q de Kock,MC Henriques,1,1,0,0,1,0,0,0,0,5,3,166.66
Q de Kock,KV Sharma,2,0,0,0,0,0,0,0,1,0,2,0
SS Iyer,B Kumar,7,0,0,0,0,0,0,0,1,0,7,0
JP Duminy,B Kumar,0,1,0,0,0,0,0,0,0,1,1,100
JP Duminy,I Sharma,0,1,0,0,0,0,0,0,0,1,1,100
JP Duminy,Parvez Rasool,2,5,1,0,0,0,0,0,0,7,8,87.5
JP Duminy,P Kumar,1,0,0,0,0,0,0,0,0,0,1,0
JP Duminy,MC Henriques,1,2,0,0,0,0,0,0,0,2,3,66.66
JP Duminy,KV Sharma,1,1,0,0,0,0,0,0,1,1,2,50
Yuvraj Singh,Parvez Rasool,3,1,0,0,0,0,0,0,1,1,4,25
Yuvraj Singh,KV Sharma,2,1,0,0,0,0,0,0,0,1,3,33.33
KM Jadhav,B Kumar,3,4,0,0,2,0,0,0,0,12,9,133.33
KM Jadhav,I Sharma,1,3,1,0,1,0,0,0,0,9,6,150
KM Jadhav,Parvez Rasool,0,2,0,0,0,0,0,0,0,2,2,100
KM Jadhav,P Kumar,0,1,0,0,1,0,2,0,0,17,4,425
KM Jadhav,MC Henriques,2,1,1,0,1,0,0,0,0,7,5,140
KM Jadhav,KV Sharma,0,3,0,0,0,0,0,0,0,3,3,100
KM Jadhav,RS Bopara,1,1,0,0,3,0,0,0,0,13,5,260
SS Tiwary,B Kumar,2,1,0,0,0,0,0,0,0,1,3,33.33
SS Tiwary,I Sharma,2,3,0,0,1,0,0,0,0,7,6,116.66
SS Tiwary,Parvez Rasool,2,1,0,0,1,0,0,0,0,5,4,125
SS Tiwary,P Kumar,0,0,2,0,0,0,0,0,0,4,2,200
SS Tiwary,MC Henriques,1,0,0,0,0,0,0,0,0,0,1,0
SS Tiwary,KV Sharma,6,1,0,0,0,0,1,0,0,7,8,87.5
SS Tiwary,RS Bopara,0,0,1,0,0,0,0,0,0,2,1,200
CH Gayle,MJ McClenaghan,3,2,0,0,0,0,1,0,0,8,6,133.33
CH Gayle,SL Malinga,4,1,0,0,1,0,0,0,1,5,6,83.33
V Kohli,MJ McClenaghan,4,5,1,0,1,0,0,0,0,11,11,100
V Kohli,SL Malinga,1,4,0,0,0,0,0,0,0,4,5,80
V Kohli,JJ Bumrah,1,7,1,0,2,0,1,0,0,23,12,191.66
V Kohli,J Suchith,2,4,0,0,0,0,1,0,0,10,7,142.85
V Kohli,Harbhajan Singh,0,4,1,0,0,0,1,0,0,12,6,200
V Kohli,HH Pandya,2,2,1,0,3,0,1,0,0,22,9,244.44
AB de Villiers,MJ McClenaghan,0,2,1,0,4,0,0,0,0,20,7,285.71
AB de Villiers,SL Malinga,6,3,1,0,3,0,0,0,0,17,13,130.76
AB de Villiers,JJ Bumrah,2,5,3,0,1,0,2,0,0,27,13,207.69
AB de Villiers,J Suchith,2,3,1,0,5,0,0,0,0,25,11,227.27
AB de Villiers,Harbhajan Singh,0,3,1,0,1,0,1,0,0,15,6,250
